ID_pred,pred_RL,pred_KNN,pred_RF,ID_target,target,Aux_ID,Aux_pred_RL,Aux_pred_KNN,Aux_pred_RF,Equipo
DQ851620_114187041,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851620_114187041,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851623_114187047,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851623_114187047,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851629_114187059,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851629_114187059,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851631_114187063,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851631_114187063,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851638_114187077,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851638_114187077,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851639_114187079,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851639_114187079,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851642_114187085,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851642_114187085,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851646_114187093,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851646_114187093,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851650_114187101,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851650_114187101,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851661_114187123,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851661_114187123,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851662_114187125,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851662_114187125,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851665_114187131,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851665_114187131,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851676_114187153,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851676_114187153,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851678_114187157,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851678_114187157,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851680_114187161,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851680_114187161,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851686_114187173,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851686_114187173,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851689_114187179,Drosophila_subquinaria,Drosophila_subquinaria,Drosophila_subquinaria,DQ851689_114187179,Drosophila_subquinaria,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851700_114187201,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851700_114187201,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851702_114187205,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851702_114187205,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851704_114187209,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851704_114187209,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851706_114187213,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851706_114187213,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851707_114187215,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851707_114187215,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851710_114187221,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851710_114187221,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851721_114187243,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851721_114187243,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851729_114187259,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851729_114187259,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851732_114187265,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851732_114187265,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851734_114187269,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851734_114187269,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851738_114187277,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851738_114187277,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851745_114187291,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851745_114187291,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851749_114187299,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851749_114187299,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851751_114187303,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851751_114187303,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851756_114187313,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851756_114187313,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851761_114187323,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851761_114187323,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851779_114187359,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851779_114187359,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
DQ851803_114187407,Drosophila_recens,Drosophila_recens,Drosophila_recens,DQ851803_114187407,Drosophila_recens,TRUE,TRUE,TRUE,TRUE,Monocitos
